Period;Date;treatment;pond;sp;W;L;K
Stocking;2021;P;5;Zander;0.7;49;0.59
Stocking;2021;P;5;Zander;0.9;52;0.64
Stocking;2021;P;5;Zander;0.9;52;0.64
Stocking;2021;P;5;Zander;1;53;0.67
Stocking;2021;P;5;Zander;1.2;56;0.68
Stocking;2021;P;5;Zander;1.2;56;0.68
Stocking;2021;C;6;Zander;0.8;49;0.68
Stocking;2021;C;6;Zander;1.2;55;0.72
Stocking;2021;C;6;Zander;1.5;61;0.66
Stocking;2021;C;6;Zander;0.8;50;0.64
Stocking;2021;C;6;Zander;1.2;57;0.65
Stocking;2021;C;6;Zander;1.9;58;0.97
Stocking;2021;C;6;Zander;1.7;62;0.71
Stocking;2021;C;6;Zander;1.2;55;0.72
Stocking;2021;C;6;Zander;1.4;58;0.72
Stocking;2021;C;6;Zander;0.7;49;0.59
Stocking;2021;C;6;Zander;0.8;49;0.68
Stocking;2021;C;6;Zander;1.5;61;0.66
Stocking;2021;C;6;Zander;0.9;51;0.68
Stocking;2021;C;6;Zander;1;54;0.64
Stocking;2021;C;6;Zander;1.4;60;0.65
Stocking;2021;C;6;Zander;1;56;0.57
Stocking;2021;C;6;Zander;0.8;48;0.72
Stocking;2021;C;6;Zander;0.8;49;0.68
Stocking;2021;C;6;Zander;1.5;62;0.63
Stocking;2021;C;6;Zander;1;53;0.67
Stocking;2021;C;6;Zander;1.2;56;0.68
Stocking;2021;C;6;Zander;0.9;50;0.72
Stocking;2021;C;6;Zander;1.3;59;0.63
Stocking;2021;C;6;Zander;1;59;0.49
Stocking;2021;C;6;Zander;1.4;60;0.65
Stocking;2021;C;6;Zander;1.2;55;0.72
Stocking;2021;C;6;Zander;0.9;51;0.68
Stocking;2021;C;6;Zander;1;54;0.64
Stocking;2021;C;6;Zander;0.9;55;0.54
Stocking;2021;C;6;Zander;1.1;56;0.63
Stocking;2021;C;6;Zander;0.8;52;0.57
Stocking;2021;C;6;Zander;1.1;53;0.74
Stocking;2021;C;6;Zander;1;52;0.71
Stocking;2021;C;6;Zander;0.8;47;0.77
Stocking;2021;C;6;Zander;0.9;52;0.64
Stocking;2021;C;6;Zander;0.7;50;0.56
Stocking;2021;C;6;Zander;0.9;54;0.57
Stocking;2021;C;6;Zander;0.9;51;0.68
Stocking;2021;C;6;Zander;0.7;50;0.56
Stocking;2021;C;6;Zander;0.8;51;0.6
Stocking;2021;C;6;Zander;1;53;0.67
Stocking;2021;C;6;Zander;1.2;55;0.72
Stocking;2021;C;6;Zander;0.9;55;0.54
Stocking;2021;C;6;Zander;0.9;51;0.68
Stocking;2021;C;6;Zander;1;52;0.71
Stocking;2021;C;6;Zander;1.5;61;0.66
Stocking;2021;C;6;Zander;0.8;50;0.64
Stocking;2021;C;6;Zander;0.9;52;0.64
Stocking;2021;C;6;Zander;0.9;53;0.6
Stocking;2021;C;6;Zander;1;54;0.64
Stocking;2021;C;6;Zander;0.9;55;0.54
Stocking;2021;C;6;Zander;1.1;54;0.7
Stocking;2021;C;6;Zander;1;55;0.6
Stocking;2021;C;6;Zander;0.9;51;0.68
Stocking;2021;C;6;Zander;0.8;49;0.68
Stocking;2021;C;6;Zander;1.2;57;0.65
Stocking;2021;C;6;Zander;1;52;0.71
Stocking;2021;C;6;Zander;0.9;51;0.68
Stocking;2021;C;6;Zander;1.2;55;0.72
Stocking;2021;C;6;Zander;1.4;59;0.68
Stocking;2021;C;6;Zander;1.3;60;0.6
Stocking;2021;C;6;Zander;1.2;57;0.65
Stocking;2021;C;6;Zander;1.2;58;0.62
Stocking;2021;C;6;Zander;1.1;52;0.78
Stocking;2021;C;6;Zander;1.1;56;0.63
Stocking;2021;C;6;Zander;1.2;56;0.68
Stocking;2021;C;6;Zander;1;49;0.85
Stocking;2021;C;6;Zander;1.2;58;0.62
Stocking;2021;C;6;Zander;1.4;59;0.68
Stocking;2021;C;6;Zander;0.8;50;0.64
Stocking;2021;C;6;Zander;1;52;0.71
Stocking;2021;C;6;Zander;1.4;62;0.59
Stocking;2021;C;6;Zander;1;51;0.75
Stocking;2021;C;6;Zander;1.2;58;0.62
Stocking;2021;C;6;Zander;1.1;55;0.66
Stocking;2021;C;6;Zander;1;51;0.75
Stocking;2021;C;6;Zander;1.2;55;0.72
Stocking;2021;C;6;Zander;1.2;57;0.65
Stocking;2021;C;6;Zander;1;52;0.71
Stocking;2021;C;6;Zander;1.2;55;0.72
Stocking;2021;C;6;Zander;1;56;0.57
Stocking;2021;C;6;Zander;1.2;56;0.68
Stocking;2021;C;6;Zander;1.3;59;0.63
Stocking;2021;C;6;Zander;1.2;57;0.65
Stocking;2021;C;6;Zander;0.9;54;0.57
Stocking;2021;C;6;Zander;1.3;57;0.7
Stocking;2021;C;6;Zander;0.9;51;0.68
Stocking;2021;C;6;Zander;1.1;52;0.78
Stocking;2021;C;6;Zander;1.6;63;0.64
Stocking;2021;C;6;Zander;0.9;51;0.68
Stocking;2021;C;6;Zander;0.9;51;0.68
Stocking;2021;C;6;Zander;1.2;54;0.76
Stocking;2021;C;6;Zander;1.3;60;0.6
Stocking;2021;C;6;Zander;0.8;49;0.68
Stocking;2021;C;6;Zander;0.9;50;0.72
Stocking;2021;C;6;Zander;0.8;49;0.68
Stocking;2021;C;6;Zander;0.9;51;0.68
Stocking;2021;C;6;Zander;1.7;64;0.65
Stocking;2021;C;6;Zander;1.3;58;0.67
Stocking;2021;C;6;Zander;1.1;53;0.74
Stocking;2021;C;6;Zander;0.9;49;0.76
Stocking;2021;C;6;Zander;0.7;49;0.59
Stocking;2021;C;6;Zander;0.8;51;0.6
Stocking;2021;C;6;Zander;0.9;54;0.57
Stocking;2021;C;6;Zander;0.8;49;0.68
Stocking;2021;C;6;Zander;0.9;51;0.68
Stocking;2021;C;6;Zander;1.3;59;0.63
Stocking;2021;C;6;Zander;1;54;0.64
Stocking;2021;C;6;Zander;1.1;55;0.66
Stocking;2021;C;6;Zander;1;51;0.75
Stocking;2021;C;6;Zander;1;54;0.64
Stocking;2021;C;6;Zander;0.8;49;0.68
Stocking;2021;C;6;Zander;0.9;50;0.72
Stocking;2021;C;6;Zander;0.9;51;0.68
Stocking;2021;C;6;Zander;1;55;0.6
Stocking;2021;C;6;Zander;0.7;49;0.59
Stocking;2021;C;6;Zander;0.9;52;0.64
Stocking;2021;C;6;Zander;0.9;52;0.64
Stocking;2021;C;6;Zander;1;53;0.67
Stocking;2021;C;6;Zander;1.2;56;0.68
Stocking;2021;C;6;Zander;1.2;56;0.68
