Period;Date;treatment;pond;sp;W;L;K
Fishing;2021;P;3;Zander;4;82;0.73
Fishing;2021;P;3;Zander;2.2;69;0.67
Fishing;2021;P;3;Zander;4.2;83;0.73
Fishing;2021;P;3;Tench_juv;8.8;84;1.48
Fishing;2021;P;3;Tench_juv;11.4;91;1.51
Fishing;2021;P;3;Tench_juv;8.4;83;1.47
Fishing;2021;P;3;Tench;711.4;355;1.59
Fishing;2021;P;3;Tench;294.2;270;1.49
Fishing;2021;P;3;Tench;549.4;322;1.65
Fishing;2021;P;3;Tench;291.8;273;1.43
Fishing;2021;P;3;Tench;243.8;258;1.42
Fishing;2021;P;3;Tench;599;324;1.76
Fishing;2021;P;3;Tench;820.6;392;1.36
Fishing;2021;P;3;Tench;621.4;341;1.57
Fishing;2021;P;3;Tench;323.4;287;1.37
Fishing;2021;P;3;Tench;370.2;292;1.49
Fishing;2021;P;3;Tench;618.4;341;1.56
Fishing;2021;P;3;Roach;124.4;200;1.56
Fishing;2021;P;3;Roach;129.8;197;1.7
Fishing;2021;P;3;Roach;183.3;218;1.77
Fishing;2021;P;3;Roach;98.8;182;1.64
Fishing;2021;P;3;Roach;87;172;1.71
Fishing;2021;P;3;Roach;170;217;1.66
Fishing;2021;P;3;Roach;163.3;212;1.71
Fishing;2021;P;3;Roach;138.4;202;1.68
Fishing;2021;P;3;Roach;102.6;189;1.52
Fishing;2021;P;3;Roach;154.3;206;1.77
Fishing;2021;P;3;Roach;126.6;194;1.73
Fishing;2021;P;3;Roach;158.9;207;1.79
Fishing;2021;P;3;Roach;79.6;176;1.46
Fishing;2021;P;3;Roach;145.3;204;1.71
Fishing;2021;P;3;Roach;97.9;186;1.52
Fishing;2021;P;3;Roach;119.1;196;1.58
Fishing;2021;P;3;Roach;82.3;173;1.59
Fishing;2021;P;3;Roach_juv;3.6;65;1.31
Fishing;2021;P;3;Roach_juv;9.7;93;1.21
Fishing;2021;P;3;Roach_juv;4.7;71;1.31
Fishing;2021;P;3;Roach_juv;12.7;99;1.31
Fishing;2021;P;3;Roach_juv;8.7;90;1.19
Fishing;2021;P;3;Roach_juv;0.9;46;0.92
Fishing;2021;P;3;Roach_juv;10.2;93;1.27
Fishing;2021;P;3;Roach_juv;4.9;74;1.21
Fishing;2021;P;3;Roach_juv;1.1;50;0.88
Fishing;2021;P;3;Roach_juv;9.3;89;1.32
Fishing;2021;P;3;Roach_juv;5.2;74;1.28
Fishing;2021;P;3;Roach_juv;9.8;90;1.34
Fishing;2021;P;3;Roach_juv;3.1;62;1.3
Fishing;2021;P;3;Roach_juv;0.9;45;0.99
Fishing;2021;P;3;Roach_juv;9.2;89;1.31
Fishing;2021;P;3;Roach_juv;3.2;65;1.17
Fishing;2021;P;3;Roach_juv;9.6;89;1.36
Fishing;2021;P;3;Roach_juv;4.5;72;1.21
Fishing;2021;P;3;Roach_juv;5.7;74;1.41
Fishing;2021;P;3;Roach_juv;10.5;93;1.31
Fishing;2021;P;3;Roach_juv;2.7;63;1.08
Fishing;2021;P;3;Roach_juv;3.1;65;1.13
Fishing;2021;P;3;Roach_juv;10.1;93;1.26
Fishing;2021;P;3;Roach_juv;3.9;72;1.04
Fishing;2021;P;3;Roach_juv;9;89;1.28
Fishing;2021;P;3;Roach_juv;10.7;94;1.29
Fishing;2021;P;3;Roach_juv;10.7;93;1.33
Fishing;2021;P;3;Roach_juv;5.4;75;1.28
Fishing;2021;P;3;Roach_juv;3.6;67;1.2
Fishing;2021;P;3;Roach_juv;13.6;99;1.4
Fishing;2021;P;3;Roach_juv;11.3;97;1.24
Fishing;2021;P;3;Roach_juv;13.1;101;1.27
Fishing;2021;P;3;Roach_juv;10.4;92;1.34
Fishing;2021;P;3;Roach_juv;10.7;95;1.25
Fishing;2021;P;3;Roach_juv;2.6;57;1.4
Fishing;2021;P;3;Roach_juv;3.4;63;1.36
Fishing;2021;P;3;Roach_juv;9.6;90;1.32
Fishing;2021;P;3;Roach_juv;9.2;89;1.31
Fishing;2021;P;3;Roach_juv;9.8;90;1.34
Fishing;2021;P;3;Roach_juv;11.2;92;1.44
Fishing;2021;P;3;Roach_juv;10.7;95;1.25
Fishing;2021;P;3;Roach_juv;11.4;94;1.37
Fishing;2021;P;3;Roach_juv;4.8;73;1.23
Fishing;2021;P;3;Roach_juv;10;90;1.37
Fishing;2021;P;3;Roach_juv;9.6;91;1.27
Fishing;2021;P;3;Roach_juv;3.7;68;1.18
Fishing;2021;P;3;Roach_juv;2.7;60;1.25
Fishing;2021;P;3;Roach_juv;11;94;1.32
Fishing;2021;P;3;Roach_juv;11.4;95;1.33
Fishing;2021;P;3;Roach_juv;10.2;94;1.23
Fishing;2021;P;3;Roach_juv;5.2;75;1.23
Fishing;2021;P;3;Roach_juv;3.7;68;1.18
Fishing;2021;P;3;Roach_juv;2.8;65;1.02
Fishing;2021;P;3;Roach_juv;12.7;100;1.27
Fishing;2021;P;3;Rudd;163.3;206;1.87
Fishing;2021;P;3;Zander;3.8;79;0.77
Fishing;2021;P;3;Zander;3.2;77;0.7
Fishing;2021;P;3;Zander;3.7;80;0.72
Fishing;2021;P;3;Tench_juv;1.2;42;1.62
Fishing;2021;P;3;Tench_juv;5.7;73;1.47
Fishing;2021;P;3;Tench_juv;0.8;39;1.35
Fishing;2021;P;3;Tench_juv;21.7;113;1.5
Fishing;2021;C;4;Carp;1176.2;353;2.67
Fishing;2021;C;4;Carp;1768;403;2.7
Fishing;2021;C;4;Carp;1804;406;2.7
Fishing;2021;C;4;Carp;1778;362;3.75
Fishing;2021;C;4;Carp;2058;390;3.47
Fishing;2021;C;4;Carp;1539;387;2.66
Fishing;2021;C;4;Carp;2150;403;3.28
Fishing;2021;C;4;Carp;1134;354;2.56
Fishing;2021;C;4;Carp;1251;374;2.39
Fishing;2021;C;4;Carp;1565;347;3.75
Fishing;2021;C;4;Carp;1264;358;2.75
Fishing;2021;C;4;Carp;1216;362;2.56
Fishing;2021;C;4;Carp;1369;343;3.39
Fishing;2021;C;4;Carp;1330;361;2.83
Fishing;2021;C;4;Carp;688;300;2.55
Fishing;2021;C;4;Carp;960;343;2.38
Fishing;2021;C;4;Carp;1407;390;2.37
Fishing;2021;C;4;Roach_juv;1.6;50;1.28
Fishing;2021;C;4;Zander;6.8;91;0.9
Fishing;2021;C;4;Zander;8.2;105;0.71
Fishing;2021;C;4;Zander;7;98;0.74
Fishing;2021;C;4;Zander;8.4;97;0.92
Fishing;2021;C;4;Zander;6.4;95;0.75
Fishing;2021;C;4;Zander;6.4;96;0.72
Fishing;2021;C;4;Zander;6.4;96;0.72
Fishing;2021;C;4;Zander;7.2;100;0.72
Fishing;2021;C;4;Zander;9;110;0.68
Fishing;2021;C;4;Zander;5.8;91;0.77
Fishing;2021;C;4;Zander;6.8;95;0.79
Fishing;2021;C;4;Zander;7;97;0.77
Fishing;2021;C;4;Zander;5.6;90;0.77
Fishing;2021;C;4;Zander;6.2;96;0.7
Fishing;2021;C;4;Zander;7.8;104;0.69
Fishing;2021;C;4;Zander;6.6;96;0.75
Fishing;2021;C;4;Zander;7.2;99;0.74
Fishing;2021;C;4;Zander;6.4;97;0.7
Fishing;2021;C;4;Zander;6.8;97;0.75
Fishing;2021;C;4;Zander;6.8;97;0.75
Fishing;2021;C;4;Zander;6;96;0.68
Fishing;2021;C;4;Zander;6.8;96;0.77
Fishing;2021;C;4;Zander;7;99;0.72
Fishing;2021;C;4;Zander;6.2;95;0.72
Fishing;2021;C;4;Zander;6;92;0.77
Fishing;2021;C;4;Zander;6.2;95;0.72
Fishing;2021;C;4;Zander;6.8;99;0.7
Fishing;2021;C;4;Zander;5.6;90;0.77
Fishing;2021;C;4;Zander;7.4;99;0.76
Fishing;2021;C;4;Zander;6.2;96;0.7
Fishing;2021;C;4;Zander;5.4;94;0.65
Fishing;2021;C;4;Zander;6.4;95;0.75
Fishing;2021;C;4;Zander;5.6;91;0.74
Fishing;2021;C;4;Zander;7.2;96;0.81
Fishing;2021;C;4;Zander;6;96;0.68
Fishing;2021;C;4;Zander;7.2;97;0.79
Fishing;2021;C;4;Zander;6.2;94;0.75
Fishing;2021;C;4;Zander;7.2;102;0.68
Fishing;2021;C;4;Zander;6.4;96;0.72
Fishing;2021;C;4;Zander;6.6;98;0.7
Fishing;2021;C;4;Zander;6.2;95;0.72
Fishing;2021;C;4;Zander;8.6;104;0.76
Fishing;2021;C;4;Zander;6.4;94;0.77
Fishing;2021;C;4;Zander;6.8;98;0.72
Fishing;2021;C;4;Zander;7.6;99;0.78
Fishing;2021;C;4;Zander;8;105;0.69
Fishing;2021;C;4;Zander;6.2;95;0.72
Fishing;2021;C;4;Zander;5.4;80;1.05
Fishing;2021;C;4;Zander;7.6;101;0.74
Fishing;2021;C;4;Zander;6;95;0.7
Fishing;2021;C;4;Tench_juv;1;45;1.1
Fishing;2021;C;4;Tench;490.2;317;1.54
Fishing;2021;C;4;Tench;514;319;1.58
Fishing;2021;C;4;Tench;658.6;343;1.63
Fishing;2021;C;4;Tench;504.4;319;1.55
Fishing;2021;C;4;Tench;765.8;359;1.66
Fishing;2021;C;4;Tench;936.4;374;1.79
Fishing;2021;C;4;Tench;548.2;332;1.5
Fishing;2021;C;4;Tench;377.4;287;1.6
Fishing;2021;C;4;Tench;740.6;363;1.55
Fishing;2021;C;4;Tench;523.4;322;1.57
Fishing;2021;C;4;Mussel;46.7;79;9.47
Fishing;2021;C;4;Mussel;27.2;67;9.04
Fishing;2021;C;4;Mussel;30.2;68;9.6
Fishing;2021;C;4;Mussel;39.9;76;9.09
Fishing;2021;C;4;Mussel;33.4;73;8.59
Fishing;2021;C;4;Roach_juv;2.5;59;1.22
Fishing;2021;C;4;Zander;7.7;100;0.77
Fishing;2021;C;4;Zander;8.2;104;0.73
Fishing;2021;C;4;Zander;6.4;95;0.75
Fishing;2021;C;4;Zander;6;94;0.72
Fishing;2021;C;4;Zander;7.3;100;0.73
Fishing;2021;C;4;Zander;5.2;92;0.67
Fishing;2021;C;4;Zander;8.3;104;0.74
Fishing;2021;C;4;Zander;7.9;103;0.72
Fishing;2021;C;4;Zander;6.4;95;0.75
Fishing;2021;C;4;Zander;5.8;93;0.72
Fishing;2021;C;4;Zander;6.4;96;0.72
Fishing;2021;C;4;Zander;7.4;101;0.72
Fishing;2021;C;4;Zander;6.3;95;0.73
Fishing;2021;C;4;Zander;8.8;110;0.66
Fishing;2021;C;4;Zander;7.8;102;0.74
Fishing;2021;C;4;Zander;6.1;96;0.69
Fishing;2021;C;4;Zander;6.6;96;0.75
Fishing;2021;C;4;Zander;6.7;98;0.71
Fishing;2021;C;4;Zander;7;101;0.68
Fishing;2021;C;4;Zander;5.6;92;0.72
Fishing;2021;C;4;Zander;6.7;97;0.73
Fishing;2021;C;4;Zander;5.8;93;0.72
Fishing;2021;C;4;Zander;6.1;94;0.73
Fishing;2021;C;4;Zander;5.4;92;0.69
Fishing;2021;C;4;Zander;6.7;96;0.76
Fishing;2021;C;4;Zander;6;94;0.72
Fishing;2021;C;4;Zander;7;99;0.72
Fishing;2021;C;4;Zander;6.9;99;0.71
Fishing;2021;C;4;Zander;6.2;99;0.64
Fishing;2021;C;4;Zander;6.9;100;0.69
Fishing;2021;C;4;Zander;7;101;0.68
Fishing;2021;C;4;Zander;6.4;96;0.72
Fishing;2021;C;4;Zander;6;93;0.75
Fishing;2021;C;4;Zander;6.8;98;0.72
Fishing;2021;C;4;Zander;5.4;91;0.72
Fishing;2021;C;4;Zander;6.3;96;0.71
Fishing;2021;C;4;Zander;7.7;105;0.67
Fishing;2021;C;4;Zander;6.2;95;0.72
Fishing;2021;C;4;Zander;7;99;0.72
Fishing;2021;C;4;Zander;6.3;94;0.76
Fishing;2021;C;4;Zander;5.7;93;0.71
Fishing;2021;C;4;Zander;6;96;0.68
Fishing;2021;C;4;Zander;6.8;99;0.7
Fishing;2021;C;4;Zander;6.5;99;0.67
Fishing;2021;C;4;Zander;7.4;107;0.6
Fishing;2021;C;4;Zander;6.5;97;0.71
Fishing;2021;C;4;Zander;6.2;94;0.75
Fishing;2021;C;4;Zander;8.1;105;0.7
Fishing;2021;C;4;Zander;7.9;102;0.74
Fishing;2021;C;4;Zander;6.7;97;0.73
Fishing;2021;C;4;Zander;6.8;98;0.72
Fishing;2021;C;4;Zander;9.2;106;0.77
Fishing;2021;C;4;Zander;6.4;98;0.68
Fishing;2021;C;4;Zander;6.9;97;0.76
Fishing;2021;C;4;Zander;7.4;100;0.74
Fishing;2021;C;4;Zander;5.1;91;0.68
Fishing;2021;C;4;Zander;6.8;99;0.7
Fishing;2021;C;4;Zander;7;99;0.72
Fishing;2021;C;4;Zander;6.6;96;0.75
Fishing;2021;C;4;Zander;7.5;101;0.73
Fishing;2021;C;4;Zander;6.2;96;0.7
Fishing;2021;C;4;Zander;6.4;97;0.7
Fishing;2021;C;4;Zander;6.3;96;0.71
Fishing;2021;C;4;Zander;5.8;95;0.68
Fishing;2021;C;4;Tench_juv;1.3;47;1.25
Fishing;2021;C;4;Tench_juv;0.8;44;0.94
Fishing;2021;C;4;Tench_juv;2.7;59;1.31
Fishing;2021;C;4;Tench_juv;1.5;40;2.34
Fishing;2021;C;4;Tench_juv;1.4;45;1.54
Fishing;2021;C;4;Tench_juv;0.9;39;1.52
Fishing;2021;C;4;Tench_juv;0.9;42;1.21
Fishing;2021;C;4;Tench_juv;0.9;46;0.92
Fishing;2021;C;4;Tench_juv;0.9;48;0.81
Fishing;2021;C;4;Tench_juv;1.1;44;1.29
Fishing;2021;C;4;Tench_juv;0.8;41;1.16
Fishing;2021;C;4;Tench_juv;0.5;34;1.27
Fishing;2021;C;4;Roach;175.2;215;1.76
Fishing;2021;C;4;Roach;167.3;205;1.94
Fishing;2021;C;4;Roach;168.9;205;1.96
Fishing;2021;C;4;Roach;131.2;191;1.88
Fishing;2021;C;4;Roach;116.1;191;1.67
Fishing;2021;C;4;Roach;177.4;218;1.71
Fishing;2021;C;4;Roach;141.1;196;1.87
Fishing;2021;C;4;Roach;146;202;1.77
Fishing;2021;C;4;Roach;103;185;1.63
Fishing;2021;C;4;Roach;132.3;202;1.61
Fishing;2021;C;4;Roach;136.3;194;1.87
Fishing;2021;C;4;Roach;140.1;204;1.65
Fishing;2021;C;4;Roach;127.8;204;1.51
Fishing;2021;C;4;Roach;126.3;199;1.6
Fishing;2021;C;4;Roach;138.1;212;1.45
Fishing;2021;C;4;Roach;166;208;1.84
Fishing;2021;C;4;Roach;143.2;207;1.61
Fishing;2021;C;4;Roach;121;182;2.01
Fishing;2021;C;4;Roach;168.4;220;1.58
Fishing;2021;C;4;Roach;114.9;191;1.65
Fishing;2021;C;4;Roach;121.9;190;1.78
Fishing;2021;C;4;Roach;142.2;206;1.63
Fishing;2021;C;4;Roach;186.7;216;1.85
Fishing;2021;C;4;Roach;127.1;202;1.54
Fishing;2021;C;4;Roach;119.4;192;1.69
Fishing;2021;C;4;Roach;135.5;201;1.67
Fishing;2021;C;4;Roach;136.2;200;1.7
Fishing;2021;C;4;Roach;54.7;203;0.65
Fishing;2021;C;4;Roach;209.7;223;1.89
Fishing;2021;C;4;Roach;137.1;203;1.64
Fishing;2021;C;4;Roach;135.7;195;1.83
Fishing;2021;C;4;Roach;10.2;178;0.18
Fishing;2021;C;4;Roach;129;194;1.77
Fishing;2021;C;4;Roach;157;213;1.62
Fishing;2021;C;4;Roach;200;223;1.8
Fishing;2021;C;4;Roach;138;199;1.75
Fishing;2021;C;4;Roach;192;230;1.58
Fishing;2021;C;4;Roach;107.1;194;1.47
Fishing;2021;C;4;Roach;186.1;222;1.7
Fishing;2021;C;4;Roach;149.3;213;1.54
Fishing;2021;C;4;Roach;159;213;1.65
Fishing;2021;C;4;Roach;120;205;1.39
Fishing;2021;C;4;Roach;148;216;1.47
Fishing;2021;C;4;Roach;152.3;201;1.88
Fishing;2021;C;4;Roach;139.2;212;1.46
Fishing;2021;C;4;Roach;99;183;1.62
Fishing;2021;C;4;Roach;47.2;191;0.68
Fishing;2021;C;4;Roach;131.5;202;1.6
Fishing;2021;C;4;Roach;163;217;1.6
Fishing;2021;C;4;Roach;151.2;211;1.61
Fishing;2021;C;4;Roach;98.8;185;1.56
Fishing;2021;C;4;Roach;174;221;1.61
Fishing;2021;C;4;Roach;95.1;195;1.28
Fishing;2021;C;4;Roach;119.8;195;1.62
Fishing;2021;C;4;Roach;111.2;200;1.39
Fishing;2021;C;4;Roach;142.2;201;1.75
Fishing;2021;C;4;Roach_juv;10.3;94;1.24
Fishing;2021;C;4;Roach_juv;1.5;54;0.95
Fishing;2021;C;4;Roach_juv;1.1;51;0.83
Fishing;2021;C;4;Roach_juv;3.5;63;1.4
Fishing;2021;C;4;Roach_juv;2.8;62;1.17
Fishing;2021;C;4;Roach_juv;0.9;48;0.81
Fishing;2021;C;4;Roach_juv;1.1;49;0.93
Fishing;2021;C;4;Roach_juv;1.9;55;1.14
Fishing;2021;C;4;Roach_juv;16.1;108;1.28
Fishing;2021;C;4;Roach_juv;1.4;53;0.94
Fishing;2021;C;4;Roach_juv;2.6;63;1.04
Fishing;2021;C;4;Roach_juv;1.3;54;0.83
Fishing;2021;C;4;Roach_juv;2;56;1.14
Fishing;2021;C;4;Roach_juv;1.6;51;1.21
Fishing;2021;C;4;Roach_juv;0.4;37;0.79
Fishing;2021;C;4;Roach_juv;1.1;51;0.83
Fishing;2021;C;4;Roach_juv;3.2;63;1.28
Fishing;2021;C;4;Roach_juv;12.5;101;1.21
Fishing;2021;C;4;Roach_juv;2.1;56;1.2
Fishing;2021;C;4;Roach_juv;13;103;1.19
Fishing;2021;C;4;Roach_juv;13.8;102;1.3
Fishing;2021;C;4;Roach_juv;11.3;95;1.32
Fishing;2021;C;4;Rudd;125.5;182;2.08
Fishing;2021;C;4;Rudd;171.2;207;1.93
Fishing;2021;C;4;Rudd;102.1;176;1.87
Fishing;2021;C;4;Rudd;168.2;205;1.95
Fishing;2021;C;4;Rudd;127.9;188;1.92
Fishing;2021;C;4;Rudd;195.7;216;1.94
Fishing;2021;C;4;Rudd;119.5;197;1.56
Fishing;2021;C;4;Rudd;147.8;203;1.77
Fishing;2021;C;4;Rudd;202.3;224;1.8
Fishing;2021;C;4;Rudd;118.1;185;1.87
Fishing;2021;C;4;Tench_juv;0.6;36;1.29
Fishing;2021;C;4;Tench_juv;2.9;59;1.41
Fishing;2021;C;4;Tench_juv;1.1;44;1.29
Fishing;2021;C;4;Roach;134;196;1.78
Fishing;2021;C;4;Roach;136.5;202;1.66
Fishing;2021;C;4;Roach;105.7;185;1.67
Fishing;2021;C;4;Roach;135;204;1.59
Fishing;2021;C;4;Roach;92.7;182;1.54
Fishing;2021;C;4;Roach;125.7;193;1.75
Fishing;2021;C;4;Roach;135.3;201;1.67
Fishing;2021;C;4;Roach;156.8;207;1.77
Fishing;2021;C;4;Roach;117.7;194;1.61
Fishing;2021;C;4;Roach;129.4;196;1.72
Fishing;2021;C;4;Roach;149.6;203;1.79
Fishing;2021;C;4;Roach;167.6;206;1.92
Fishing;2021;C;4;Roach;146.9;199;1.86
Fishing;2021;C;4;Roach;116.5;194;1.6
Fishing;2021;C;4;Roach;81.7;170;1.66
Fishing;2021;C;4;Roach;145;199;1.84
Fishing;2021;C;4;Roach;136.3;201;1.68
Fishing;2021;C;4;Roach;159;205;1.85
Fishing;2021;C;4;Roach;110;192;1.55
Fishing;2021;C;4;Roach;142.1;202;1.72
Fishing;2021;C;4;Roach;148.8;206;1.7
Fishing;2021;C;4;Roach;144.7;204;1.7
Fishing;2021;C;4;Roach;127.9;199;1.62
Fishing;2021;C;4;Roach;102.8;185;1.62
Fishing;2021;C;4;Roach;164;207;1.85
Fishing;2021;C;4;Roach;123.1;200;1.54
Fishing;2021;C;4;Roach;169.5;207;1.91
Fishing;2021;C;4;Roach;165.8;208;1.84
Fishing;2021;C;4;Roach;120.6;193;1.68
Fishing;2021;C;4;Roach;93;185;1.47
Fishing;2021;C;4;Roach;121;188;1.82
Fishing;2021;C;4;Roach;124.5;193;1.73
Fishing;2021;C;4;Roach;123.2;193;1.71
Fishing;2021;C;4;Roach;107.8;184;1.73
Fishing;2021;C;4;Roach;107.3;184;1.72
Fishing;2021;C;4;Roach;130.2;194;1.78
Fishing;2021;C;4;Roach;161.1;216;1.6
Fishing;2021;C;4;Roach;111.5;191;1.6
Fishing;2021;C;4;Roach;136.4;195;1.84
Fishing;2021;C;4;Roach;125.2;198;1.61
Fishing;2021;C;4;Roach;191.8;219;1.83
Fishing;2021;C;4;Roach;130.1;198;1.68
Fishing;2021;C;4;Roach;162.5;207;1.83
Fishing;2021;C;4;Roach;138.4;203;1.65
Fishing;2021;C;4;Roach;131.4;197;1.72
Fishing;2021;C;4;Roach;86.4;175;1.61
Fishing;2021;C;4;Roach;112.8;187;1.72
Fishing;2021;C;4;Roach;148.5;203;1.78
Fishing;2021;C;4;Roach;148.8;199;1.89
Fishing;2021;C;4;Roach;132.9;199;1.69
Fishing;2021;C;4;Roach;235.3;234;1.84
Fishing;2021;C;4;Roach;128.2;193;1.78
Fishing;2021;C;4;Roach;134.1;196;1.78
Fishing;2021;C;4;Roach;113.5;189;1.68
Fishing;2021;C;4;Roach;108.3;187;1.66
Fishing;2021;C;4;Roach;111.4;186;1.73
Fishing;2021;C;4;Roach_juv;2.2;55;1.32
Fishing;2021;C;4;Roach_juv;1.3;48;1.18
Fishing;2021;C;4;Roach_juv;1.4;48;1.27
Fishing;2021;C;4;Roach_juv;1.2;48;1.09
Fishing;2021;C;4;Roach_juv;0.7;40;1.09
Fishing;2021;C;4;Roach_juv;1.1;45;1.21
Fishing;2021;C;4;Roach_juv;1;37;1.97
Fishing;2021;C;4;Roach_juv;0.8;39;1.35
Fishing;2021;C;4;Rudd;159;203;1.9
Fishing;2021;C;4;Rudd;171.8;215;1.73
Fishing;2021;C;4;Rudd;124.5;182;2.07
Fishing;2021;C;4;Rudd;191;220;1.79
Fishing;2021;C;4;Rudd;101;174;1.92
Fishing;2021;C;4;Rudd;196.7;214;2.01
Fishing;2021;C;4;Roach_juv;3.2;63;1.28
Fishing;2021;C;4;Rudd;127.9;189;1.89
Fishing;2021;C;4;Zander;6.6;99;0.68
Fishing;2021;P;5;Carp;2106.6;415;2.95
Fishing;2021;P;5;Carp;921.2;304;3.28
Fishing;2021;P;5;Carp;1694;407;2.51
Fishing;2021;P;5;Carp;1356;386;2.36
Fishing;2021;P;5;Carp;1129.6;360;2.42
Fishing;2021;P;5;Carp;1861.2;381;3.37
Fishing;2021;P;5;Carp;1668;363;3.49
Fishing;2021;P;5;Carp;1522.8;370;3.01
Fishing;2021;P;5;Carp;611;293;2.43
Fishing;2021;P;5;Carp;1726.6;400;2.7
Fishing;2021;P;5;Carp;1406.2;381;2.54
Fishing;2021;P;5;Carp;1210.8;353;2.75
Fishing;2021;P;5;Carp;1619.4;368;3.25
Fishing;2021;P;5;Carp;778.2;309;2.64
Fishing;2021;P;5;Carp;1445.8;392;2.4
Fishing;2021;P;5;Carp;1797.8;374;3.44
Fishing;2021;P;5;Carp;1371.4;380;2.5
Fishing;2021;P;5;Carp;968.4;301;3.55
Fishing;2021;P;5;Carp;1007.2;360;2.16
Fishing;2021;P;5;Carp;1303.6;354;2.94
Fishing;2021;P;5;Carp;901.2;336;2.38
Fishing;2021;P;5;Carp;978.8;342;2.45
Fishing;2021;P;5;Carp;1247.2;358;2.72
Fishing;2021;P;5;Carp;1304;385;2.29
Fishing;2021;P;5;Roach_juv;8.1;83;1.42
Fishing;2021;P;5;Roach_juv;2.8;60;1.3
Fishing;2021;P;5;Roach_juv;8.4;82;1.52
Fishing;2021;P;5;Roach_juv;5;71;1.4
Fishing;2021;P;5;Mussel;43.4;77;9.51
Fishing;2021;P;5;Mussel;42;77;9.2
Fishing;2021;P;5;Mussel;35.4;73;9.1
Fishing;2021;P;5;Mussel;54.7;89;7.76
Fishing;2021;P;5;Mussel;32.1;75;7.61
Fishing;2021;P;5;Zander;7.3;101;0.71
Fishing;2021;P;5;Zander;5;82;0.91
Fishing;2021;P;5;Zander;5;86;0.79
Fishing;2021;P;5;Zander;38.8;163;0.9
Fishing;2021;P;5;Zander;5.4;89;0.77
Fishing;2021;P;5;Zander;4.8;83;0.84
Fishing;2021;P;5;Zander;4.3;83;0.75
Fishing;2021;P;5;Zander;40.6;168;0.86
Fishing;2021;P;5;Zander;4.1;80;0.8
Fishing;2021;P;5;Zander;3.3;77;0.72
Fishing;2021;P;5;Zander;5.4;88;0.79
Fishing;2021;P;5;Zander;23.5;150;0.7
Fishing;2021;P;5;Zander;5;89;0.71
Fishing;2021;P;5;Zander;5.5;91;0.73
Fishing;2021;P;5;Zander;5;87;0.76
Fishing;2021;P;5;Zander;4.1;80;0.8
Fishing;2021;P;5;Zander;5.3;91;0.7
Fishing;2021;P;5;Zander;5.2;90;0.71
Fishing;2021;P;5;Zander;4.7;85;0.77
Fishing;2021;P;5;Zander;21.8;140;0.79
Fishing;2021;P;5;Zander;14.6;124;0.77
Fishing;2021;P;5;Zander;4.7;89;0.67
Fishing;2021;P;5;Zander;3.5;76;0.8
Fishing;2021;P;5;Zander;5.8;92;0.74
Fishing;2021;P;5;Zander;4;81;0.75
Fishing;2021;P;5;Zander;4.8;87;0.73
Fishing;2021;P;5;Zander;37.2;157;0.96
Fishing;2021;P;5;Zander;5.5;90;0.75
Fishing;2021;P;5;Zander;4.6;80;0.9
Fishing;2021;P;5;Zander;4.6;84;0.78
Fishing;2021;P;5;Zander;5.1;88;0.75
Fishing;2021;P;5;Zander;7.7;103;0.7
Fishing;2021;P;5;Zander;8.8;106;0.74
Fishing;2021;P;5;Zander;5.3;89;0.75
Fishing;2021;P;5;Zander;4.5;85;0.73
Fishing;2021;P;5;Zander;3.7;82;0.67
Fishing;2021;P;5;Zander;3.7;77;0.81
Fishing;2021;P;5;Zander;5.7;93;0.71
Fishing;2021;P;5;Zander;4.5;84;0.76
Fishing;2021;P;5;Zander;4;82;0.73
Fishing;2021;P;5;Zander;2.9;73;0.75
Fishing;2021;P;5;Zander;40.3;167;0.87
Fishing;2021;P;5;Zander;40.3;167;0.87
Fishing;2021;P;5;Zander;40.3;167;0.87
Fishing;2021;P;5;Zander;40.3;167;0.87
Fishing;2021;P;5;Zander;40.3;167;0.87
Fishing;2021;P;5;Zander;35;159;0.87
Fishing;2021;P;5;Zander;25.2;144;0.84
Fishing;2021;P;5;Zander;33.6;158;0.85
Fishing;2021;P;5;Zander;19;133;0.81
Fishing;2021;P;5;Zander;29.9;154;0.82
Fishing;2021;P;5;Zander;22.2;142;0.78
Fishing;2021;P;5;Tench;672;337;1.76
Fishing;2021;P;5;Tench;823;361;1.75
Fishing;2021;P;5;Tench;678.6;355;1.52
Fishing;2021;P;5;Tench;380.9;281;1.72
Fishing;2021;P;5;Tench;348.8;274;1.7
Fishing;2021;P;5;Tench_juv;1.4;47;1.35
Fishing;2021;P;5;Tench_juv;21.1;108;1.67
Fishing;2021;P;5;Tench_juv;7.3;74;1.8
Fishing;2021;P;5;Tench_juv;19;104;1.69
Fishing;2021;P;5;Tench_juv;18.2;104;1.62
Fishing;2021;P;5;Tench_juv;39.6;134;1.65
Fishing;2021;P;5;Tench_juv;18;109;1.39
Fishing;2021;P;5;Tench_juv;22.1;111;1.62
Fishing;2021;P;5;Tench_juv;27.8;122;1.53
Fishing;2021;P;5;Tench_juv;7.1;75;1.68
Fishing;2021;P;5;Tench_juv;2;53;1.34
Fishing;2021;P;5;Tench_juv;24.1;110;1.81
Fishing;2021;P;5;Tench_juv;31.2;125;1.6
Fishing;2021;P;5;Tench_juv;30.3;126;1.51
Fishing;2021;P;5;Tench_juv;17.7;107;1.44
Fishing;2021;P;5;Tench_juv;11.6;92;1.49
